subject_id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,fog_label,gait_label
0,-0.164703369140625,-0.583877563476562,-0.306472778320312,-1.74213985027285,0.918659548551705,0.0918140764771358,0,walking
1,-0.0026397705078125,-0.434402465820312,-0.212814331054688,-1.1854744676318,-0.0288801178091463,-0.155345914809848,0,walking
2,0.0511474609375,-0.3306884765625,-0.122406005859375,-0.889410050299365,-0.563096916673591,-0.497558120143395,0,walking
3,-0.0429840087890625,-0.267532348632812,-0.142623901367188,-0.576064114337296,-0.705097464944943,-0.613940656624839,0,walking
4,-0.125762939453125,-0.249191284179688,-0.237640380859375,0.0519838392139107,-0.614682346988426,-0.711524471603631,0,walking
5,-0.1650390625,-0.27490234375,-0.393753051757812,0.862524373830579,-0.448192434597141,-0.627357662196658,0,walking
6,-0.172500610351562,-0.37158203125,-0.480392456054688,1.51062379986121,-0.192707934374788,-0.192563058411487,0,walking
7,-0.154693603515625,-0.540145874023438,-0.507797241210938,1.83569350357403,0.470507594003133,0.439931841527934,0,walking
8,-0.101913452148438,-0.642242431640625,-0.624740600585938,1.5979397972572,1.09652089248152,0.613399502291335,0,walking
9,0.0662384033203125,-1.16079711914062,-0.815521240234375,0.707506826783138,1.07776957524627,0.193374523595635,0,walking
10,0.258697509765625,-1.75152587890625,-1.36848449707031,-0.707970216812812,0.726186238668953,-0.427376102252646,0,walking
11,0.110443115234375,-1.652099609375,-1.40574645996094,-0.987928368504666,-0.279606081795746,-0.836960956843017,0,walking
12,-0.1669921875,-1.21244812011719,-0.97235107421875,-0.909761394717532,-1.6176386672083,-0.576855605813267,0,walking
13,-0.103988647460938,-1.23692321777344,-0.565719604492188,-1.08313318168169,-1.36822031531693,-0.298851415413204,0,walking
14,-0.133529663085938,-1.42819213867188,-0.318344116210938,-0.565118788573179,0.238965977245028,-0.30521983252791,0,walking
15,-0.046295166015625,-1.38153076171875,0.0189208984375,0.894621590236541,0.804594228534739,-1.29459642803336,0,walking
16,-0.1253662109375,-1.12799072265625,0.099212646484375,2.1053076712759,0.0814985883108229,-1.51928386709393,0,walking
17,-0.388778686523438,-0.56671142578125,0.066070556640625,1.63063196385069,-1.02101734610057,-0.654875040476011,0,walking
18,-0.290924072265625,-0.777740478515625,0.198806762695312,0.573456080681781,-1.74585788947071,0.419450002216352,0,walking
19,-0.141571044921875,-0.94378662109375,0.211105346679688,1.18364114753739,-1.52803315022317,1.08615320635784,0,walking
20,0.0209808349609375,-0.795639038085938,-0.0105438232421875,2.29587389150205,0.102960737219662,1.24910271239597,0,walking
21,-0.0703887939453125,-0.82598876953125,-0.409103393554688,2.65599851832747,1.52890826495737,0.770760897414155,0,walking
22,-0.0302276611328125,-0.899124145507812,-0.367843627929688,2.74436619803793,1.54432104345009,0.314089756854528,0,walking
23,0.0912017822265625,-0.854202270507812,-0.2723388671875,2.47490143367321,0.97799770711587,0.467128042579823,0,walking
24,0.140625,-0.791275024414062,-0.080841064453125,2.1348543783059,0.403512847304991,0.686043878925971,0,walking
25,0.0875244140625,-0.669570922851562,0.011566162109375,2.10104528195123,0.42866880064577,0.551937739073941,0,walking
26,0.0342864990234375,-0.681472778320312,0.01629638671875,2.45635624510633,1.20878298612439,0.0359681210503922,0,walking
27,-0.047027587890625,-0.733810424804688,-0.0504302978515625,2.9433293651811,1.85805207250579,0.196833969851648,0,walking
28,-0.159149169921875,-0.659317016601562,-0.0699310302734375,2.95370264394307,1.590241131178,0.940892948912232,0,walking
29,-0.0928802490234375,-0.751266479492188,-0.087310791015625,2.40681132881872,0.605988191293753,1.27865607732869,0,walking
30,0.075103759765625,-0.944015502929688,-0.08770751953125,2.04125119020845,-0.0137898481244303,1.33007692428816,0,walking
