subject_id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,fog_label,gait_label
0,0.218704223632812,-0.454727172851562,-0.700775146484375,1.49520303188521,-0.646511116756508,-0.449159961021167,0,walking
1,0.517333984375,-0.571502685546875,-0.458099365234375,1.7559390194611,1.16825659855222,-0.512656112995272,0,walking
2,0.636276245117188,-0.8526611328125,0.578094482421875,1.78140549738498,1.38264772420632,-0.3259384268604,0,walking
3,0.791793823242188,-1.74351501464844,1.2745361328125,1.06690441063097,2.10235475825922,-0.0569599557107238,0,walking
4,0.886581420898438,-2.61614990234375,-0.05999755859375,1.85896260728248,2.2680401296852,-1.27110361879334,0,walking
5,0.410995483398438,-1.49992370605469,-0.946075439453125,1.51701032647133,-3.41668201417676,-1.81172212428611,0,walking
6,-0.141189575195312,-0.576751708984375,0.900741577148438,2.64390137539189,-6.22507726272293,-0.771464238258045,0,walking
7,-0.222122192382812,-0.604537963867188,0.457107543945312,2.57398061360408,-3.65237017275212,-0.907865756653614,0,walking
8,-0.293060302734375,-0.618637084960938,0.389801025390625,2.16573719325478,-2.33812361061561,-1.1075005730237,0,walking
9,-0.39520263671875,-0.948593139648438,-0.12030029296875,1.82768777502114,-0.536829093577703,-0.758924744265407,0,walking
10,-0.111968994140625,-1.0787353515625,-0.4158935546875,1.61010778027777,-0.647834707818277,-0.731693922119346,0,walking
11,-0.208602905273438,-0.791305541992188,-0.194244384765625,1.29191382586733,-1.34043981672188,-0.542073124080178,0,walking
12,-0.253570556640625,-0.753585815429688,-0.275558471679688,1.17791348698096,-1.20891800839166,-0.34349185423733,0,walking
13,-0.310348510742188,-0.641983032226562,-0.354354858398438,1.25817423801711,-0.164616911196632,-0.0213814551278102,0,walking
14,-0.05810546875,-0.900054931640625,-0.03839111328125,1.04621085001272,1.05705524197153,0.20817237819266,0,walking
15,0.128829956054688,-0.751083374023438,-0.149169921875,0.485859652423004,0.709400068002075,0.296227402791149,0,walking
16,0.0261077880859375,-0.91552734375,-0.226028442382812,0.305619306691422,-0.697292538738248,0.436002081023412,0,walking
17,-0.0119171142578125,-0.8614501953125,-0.0639495849609375,1.22216483796982,-1.3628031793436,0.405551763435555,0,walking
18,0.047088623046875,-0.775894165039062,0.05731201171875,1.48297113299848,-0.769141695471387,0.138066526709087,0,walking
19,0.0849761962890625,-0.733383178710938,0.126220703125,1.64451768577436,-0.121325896096849,-0.156349660224699,0,walking
20,0.0511322021484375,-0.815765380859375,0.0515289306640625,1.72159462772733,0.394730540978237,-0.513781032239722,0,walking
21,0.03790283203125,-1.01683044433594,-0.077301025390625,1.92832490418971,0.709214978306315,-0.938029518108179,0,walking
22,-0.0202178955078125,-1.35394287109375,-0.182388305664062,2.04294522697785,0.456574734128166,-1.14655662935804,0,walking
23,-0.208114624023438,-1.75175476074219,-0.1007080078125,1.15911583074274,-0.0041742386925902,-0.894748623020538,0,walking
24,-0.46710205078125,-1.69784545898438,-0.157058715820312,0.474080757237693,-0.956912928133494,-0.257236061271299,0,walking
25,-0.467987060546875,-1.62419128417969,-0.2039794921875,-0.226417961136902,-0.776919990067181,0.120659306876002,0,walking
26,-0.420883178710938,-1.50813293457031,-0.332992553710938,-0.516937144447575,-0.503829065562205,0.186479066901201,0,walking
27,-0.0076904296875,-1.58543395996094,-0.225311279296875,-1.12233864135318,0.393157145406218,0.345667124215707,0,walking
28,0.0493011474609375,-1.4296875,-0.187881469726562,-2.19269291086024,0.50845550900789,0.351124740237606,0,walking
29,0.260406494140625,-1.42866516113281,0.0736541748046875,-4.01867413225485,1.01528622343472,-0.0406150708364714,0,walking
30,-0.0430145263671875,-1.22877502441406,0.650619506835938,-5.05898714571749,1.19552923232739,0.415937292738538,0,walking
31,-0.0693511962890625,-1.40144348144531,0.425979614257812,-4.49511977654054,3.80395597041889,0.84895982913437,0,walking
32,-0.111618041992188,-1.23023986816406,-0.322006225585938,-3.55321962010404,4.21350886707618,0.546849769811345,0,walking
33,0.141632080078125,-1.7132568359375,-0.73040771484375,-3.51556438650308,1.39605301186935,-0.0771863978737666,0,walking
34,-0.101531982421875,-1.68168640136719,-0.02703857421875,-2.7771611626495,-2.64937470406423,0.432029976257559,0,walking
35,-0.1131591796875,-1.29811096191406,-0.0351409912109375,-2.84179448440907,-3.07216590818419,1.49405973682924,0,walking
36,0.067840576171875,-0.949539184570312,0.049468994140625,-2.75278604814033,-2.68808987577903,1.48737200669984,0,walking
37,-0.072845458984375,-0.88812255859375,0.4368896484375,-2.4780676658932,-0.195264569021264,1.42108912296107,0,walking
