subject_id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,fog_label,gait_label
0,0.0278167724609375,-0.755126953125,-0.012847900390625,1.61297094476572,0.182848113070987,-1.67071866352689,0,walking
1,-0.111953735351562,-0.906112670898438,-0.048095703125,1.71773810415278,0.0884518356009107,-1.39417068961088,0,walking
2,-0.100021362304688,-0.743301391601562,-0.03790283203125,1.81181080755041,0.0376139546040612,-0.998118688099745,0,walking
3,-0.0738067626953125,-0.59112548828125,-0.0087432861328125,1.80511349004108,0.000100933805314,-0.92058847612925,0,walking
4,-0.0555877685546875,-0.564834594726562,-0.0132598876953125,1.83403142473771,0.254125489118086,-0.973467403785536,0,walking
5,-0.060211181640625,-0.713180541992188,0.11138916015625,2.00577415606306,0.438883887638987,-1.09466706604672,0,walking
6,-0.0365447998046875,-0.869552612304688,-0.09600830078125,1.82594393713936,0.282424771493486,-1.16289751949065,0,walking
7,0.064361572265625,-0.925735473632812,-0.137313842773438,1.26480124807366,0.0085016091478599,-1.32608031844028,0,walking
8,0.122116088867188,-1.04733276367188,0.07318115234375,0.967900864475052,-0.326414067431088,-1.39972923943809,0,walking
9,0.1041259765625,-1.14958190917969,-0.0093536376953125,0.452134978274895,-0.865067958987714,-1.30229935517031,0,walking
10,-0.318252563476562,-1.375,0.102554321289062,0.156920109330194,-0.91258620968578,-1.02930536972901,0,walking
11,-0.429351806640625,-1.33447265625,0.0817413330078125,0.128549187921471,-0.711638454898287,-0.17943021212798,0,walking
12,-0.194625854492188,-1.44389343261719,0.0152740478515625,-0.203238605957179,-0.543397247774166,0.173501216593136,0,walking
13,-0.0351409912109375,-1.54263305664062,0.0428466796875,-0.679782254570977,-0.568169439601865,0.4506007311709,0,walking
14,-0.033355712890625,-1.44235229492188,0.166473388671875,-1.21098249086869,-0.248555221382076,1.08841396380721,0,walking
15,0.0419158935546875,-1.04280090332031,0.287612915039062,-1.90226747081994,1.05258193028852,1.67597973826034,0,walking
16,0.438201904296875,-1.22415161132812,0.263397216796875,-2.51112335397549,2.10466425155654,2.12066026232799,0,walking
17,0.881103515625,-1.66835021972656,0.0553741455078125,-2.42537063213937,1.47066413296901,2.19399839242659,0,walking
18,0.658493041992188,-2.16969299316406,-0.2947998046875,-2.54634845308175,0.122495822763721,1.57723371978184,0,walking
19,0.245468139648438,-1.86764526367188,-0.51043701171875,-2.56812299078645,-2.0868887165447,1.33504691551447,0,walking
20,0.281997680664062,-1.37106323242188,-0.239471435546875,-2.46022794869909,-3.02223350195797,1.43978291591677,0,walking
21,0.08740234375,-1.14480590820312,0.0672607421875,-2.07851680334193,-1.76259186218022,1.64217277243455,0,walking
22,-0.102737426757812,-0.940261840820312,0.08905029296875,-1.67629745337839,-0.614671428027957,2.05165988901291,0,walking
23,-0.063568115234375,-0.62542724609375,0.0099029541015625,-1.62459644187224,0.752668978864811,2.05071393419372,0,walking
24,0.0270538330078125,-0.323028564453125,-0.012451171875,-1.76579830813268,1.72237679813948,1.54566913559389,0,walking
25,0.0131683349609375,-0.075286865234375,-0.0960235595703125,-1.57765343396963,1.54099262471971,0.916605452402927,0,walking
26,0.0492401123046875,-0.218032836914062,-0.0500946044921875,-1.25001085032769,0.867950564551616,0.486349674063579,0,walking
27,0.0037689208984375,-0.145309448242188,-0.0120391845703125,-0.925644221142656,0.516839939067787,0.271921530470323,0,walking
28,0.024139404296875,-0.0700531005859375,0.021759033203125,-0.437879875908027,0.447396682063426,0.0624838844437661,0,walking
29,0.0839080810546875,-0.0946044921875,-0.0655059814453125,0.255611000374132,0.549478576123362,-0.205337709528379,0,walking
30,0.0561370849609375,-0.189041137695312,-0.210586547851562,1.090030768905,0.718484110480335,-0.345838631789908,0,walking
31,-0.203842163085938,-0.412338256835938,-0.426544189453125,1.7554276925318,1.09772570655867,-0.350190503327206,0,walking
32,-0.59295654296875,-0.896987915039062,-0.624725341796875,1.47546314925333,1.23777708722819,-0.41055983786545,0,walking
