subject_id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,fog_label,gait_label
0,1.02337646484375,-0.180877685546875,0.2950439453125,-0.363356106492122,0.0554243770261841,-0.363207235787187,0,walking
1,0.846450805664062,-0.0947418212890625,0.218124389648438,-0.324725356983869,0.358390110007451,-0.389350955576277,0,walking
2,0.662017822265625,-0.106887817382812,0.175537109375,-0.253410164049291,0.577063066062185,-0.38783588323213,0,walking
3,0.541534423828125,-0.137863159179688,0.148452758789062,-0.242246991708006,0.677146790356234,-0.3561328146675,0,walking
4,0.508544921875,-0.101516723632812,0.127304077148438,-0.237094840263138,0.739384598715277,-0.21406462210446,0,walking
5,0.47088623046875,-0.0680389404296875,0.0985870361328125,-0.311350163041164,0.700358369785147,-0.105878496509953,0,walking
6,0.534637451171875,-0.0413665771484375,0.088531494140625,-0.38327788302646,0.49291809457615,-0.0030085730834625,0,walking
7,0.6317138671875,-0.0330963134765625,0.117996215820312,-0.424217326883703,0.232233772325417,0.0989529460952022,0,walking
8,0.698394775390625,0.0322723388671875,0.1395263671875,-0.445893593944185,-0.0590057960601226,0.13183499607441,0,walking
9,0.705886840820312,0.030487060546875,0.204681396484375,-0.409082049776565,-0.184918188186306,0.169934977577411,0,walking
10,0.736770629882812,-0.045654296875,0.266464233398438,-0.325573573791059,-0.135944519952512,0.216317390070558,0,walking
11,0.898483276367188,-0.17938232421875,0.182785034179688,-0.187548858711086,-0.315028521138781,0.265293455149333,0,walking
12,1.13841247558594,-0.144638061523438,0.05908203125,-0.292975949416271,-0.539523679968646,0.129059183270221,0,walking
13,1.31690979003906,-0.0349273681640625,0.086944580078125,-0.511622007543995,-0.268119335382016,-0.0856224932588106,0,walking
14,1.35438537597656,0.168319702148438,0.114059448242188,-0.509560454544164,-0.120043051399758,-0.286882104209952,0,walking
15,1.38629150390625,0.12261962890625,0.14453125,-0.424680450597268,-0.0813252165238587,-0.3257048676328,0,walking
